count,name,avg
1,Mehl für die Mehlbutter,
1,Parmesan oder anderer ital. Hartkäse,
2140,Sojasauce,3.5
189,Rohrohrzucker,3.5
1,Mayonnaise mit neutralem Geschmack,
2,Roggen - Sauerteig,
1,scharfe Salami,
1,Wasser für das Quellstück,
1,Grappa oder Cognac,
1,Streusüße auf Steviabasis,
1,Fettuccine Toscane,
2,Quorn,
16,Gelatine Fix,3.625
29,Lammfond,3.5
1,feuerfeste Kuchenförmchen,
1,Aroma - oder Puderzucker,
1,Kräuter nach Wahl z.B. Basilikum,
7,andere Nussnougatcreme,
50,Wrap,3.6
1,Thunfisch am Stück,
1,Rote Grütze -Pulver Himbeergeschmack,
1,Semmelbrösel und Butter für die Springform,
1,Hirschfleisch oder Rehfleisch,
2,Sonnenblumenöl o. ä.,
1,Balsamico Bianco oder Rosé,
3,Aufbackbrötchen,
1,Palmzucker oder weißer Zucker,
1,Basilikum nach Bedarf,
2,laktosefreie Milch,
1,Feta-Käse mit Peperoni,
732,Aubergine,3.6
23,Thai-Currypaste,3.775
1,Marzipan -Karotten,
1,Hühnersuppe,
1,Vollkornnudeln z. B. Spaghetti,
3,Leberpastete,
1,Semmelbrösel oder 1-2 eingweichte Brötchen,
2,Erdnussbutter mit Stücken,
1,Zucker für den Krokant,
3013,Schlagsahne,3.67
1,Schmelzkäse mir Kräutern,
1,Hackfleisch vom Schwein oder Hackepeter,
4,Obst ,
6,Hinterschinken,
2,Öl Erdnussöl,
1,anderes Gemüse,
4,Kichererbsenwasser,
1,Rahm oder Halbrahm,
1,Einkornvollkornmehl oder Weizenvollkornmehl,
1,20 g frische Hefe,
8,Pfeilwurzelmehl,
13,Zuckerperlen,3.5
1,Erdbeere-,
1,Basilikumblätter oder 2 TL getrocknetes Basilikum,
1,Blaubeeren ,
1,Rigatoni oder Spaghetti,
1,Sahne für Bechamel,
1,Champignons oder 200 g frische,
1,Fertigmischung für Getränkepulver Orange,
2,Kokosmilchpulver,
2240,Hefe,3.8
1,San Daniele Schinken,
2,Canolaöl,
1,Gouda nach Geschmack,
1,500 g frische Pilze,
1,Nougat - Glasur,
3,Gelfix Extra,
1,Öl für die Springform,
1,Mehl feines,
2,Soja - Lecithin,
39,Butter und Mehl,3.6
1,Krustentierpaste,
1,Weizen - Sauerteig,
1,Calvados oder Korn,
1,Scampi oder Crevetten,
171,Hähnchenfilet,3.6
1,Cremefine 7%ig,
474,Chili,3.6
1,Räucherspeck oder Kasseler,
1,Gemüsebrühe bzw. Spargelsud,
1,Nougat oder Nutella,
1,Saft aus der Litschi - Dose,
151,Petersilienwurzel,3.5
2,Matcha Tee,
1,Wodka oder weißer Rum,
54,Rote Grütze,3.79
2,Maiskeimöl ,
1,Sahne oder Joghurt oder Vanillesauce,
1,Calvados oder Apfelschnaps,
1,Schnittlauchröllchen und/oder Petersilie,
14,Hackfleisch vom Kalb,3.585
1,Kalbsfuß,
1,Natursauer vom Vortag,
244,Weinbrand,3.5
2,geräucherter Schinken,
3,Seeteufelbäckchen,
1,Maultaschen nach Wahl,
1,Toastbrot oder normales Brot,
1,Spitzmorcheln,
34,Tamarindenpaste,3.535
1,Hüfte,
1,Tequila gold,
1,Puddingpulver für Sahnepudding,
1,Peteh-Bohnen,
1,Wodka à 0,
1,bis zu 50 % davon Invertzucker,
1,Basilikum und einige,
5,Quark 20 %,
140,Espresso,3.5
1,Lamm und Rind gemischt,
2,Ciabatta - Brot,
1,Penne oder Spirelli,
2,Oliven mit Paprikafüllung,
1,getrocknet,
1,grobe Schweinsbratwurst,
1,die entsprechende Menge Frischhefe,
1,Feldsalat und Rucola,
2,Cashewnüsse oder Pinienkerne,
1,Hackfleisch oder Thüringer Mett,
1,Sultanien,
1,Buchweizen - Grieß,
2,Schweineohr,
1,Pizzateig aus dem Kühlregal oder selbst gemachter,
1,Rapsöl oder Soja- oder Woköl,
1,Schweineschnitzel oder Schweinerouladen,
469,Garnele,3.6
1,Milch + Rum ,
1,Zitronenmelisse und Orangengebäck ,
681,Grieß,3.67
1,Eisbergsalat oder Blattsalat,
1,Blätter vom Bananenbaum,
1,Balsamico vino,
1,Walnussmehl oder Haselnussmehl,
1,Zucker für den Zuckerrand,
2,Basilikum oder Thymian,
3246,Möhre,3.6
1,Schnittlauch od. Petersilie,
8,Melissenblättchen,
1,Schnitzelfleisch oder Putenschnitzel,
1,Balsamico -Reduktion - nach Belieben,
1,Dinkel - Brösel,
1,Flocken  der Formen,
4,Orangeat und Zitronat,
1,Oregano / wilder Majoran,
351,Kichererbsen,3.58
2,Gewürzmischung für Tzatziki,
1,Ananas geschält,
5,Frischkäse natur,
1,Öl  des Waffeleisens,
74,Stevia,3.33
100,Mandelmilch,3.5
1,Apfel z.B. Braeburn,
3,Feta-Käse aus Ziegenmilch,
1,Sauerkirschen ohne Zucker,
1,Parmaschinken oder anderer feiner Rohschinken,
3,Essig nach Wahl,
3,Blumenkohl - Röschen,
1,Pancetta oder Bacon,
2,Kokosblütenzucker oder Rohrohrzucker,
6,Fenchel - Grün,
1,Butter oder Margarine für die Bechamelsauce,
1,Piri-Piri oder Chili,
1,Kichererbsensprossen,
1,Mohn oder eine halbe Pck. Mohnback,
1,Toastbrot oder Einback,
1,Weizenmehl Type 550 oder französisches T 65,
1,lactosefreie Butter,
1,Baileys,
1,80 % der Buttermenge in Öl,
7,Himbeeren ,
1,Sugo,
18,Margarine oder Öl,3.56
1,Vanillezucker oder 1 EL selbstgemachten Va. Zucker,
1,Majoran - Blättchen,
1,Tomatensaft mit Rote Bete,
1,Vanillezucker und Buttervanillearoma,
2,Gouda oder Emmentaler,
1,Nuss-,
1,Bandnudeln oder Röhrennudeln,
2,Wasser oder Eiweiß ,
1,Blüten und Blätter vom Weißdorn,
1,Zuckerguss oder Puderzucker ,
1,etwas aufgehobene Füllung,
2,Zimt-Zucker,
10,Mangofruchtfleisch,3.33
1,Pinienkerne und Mandeln,
2,Oregano oder Kräuter der Provence,
1,Porree - Rahmgemüse,
1,Rama Creme fine ,
11,Buttergemüse,3.33
5300,Puderzucker,3.66
6,Zucker - Schrift,
15,Spaghetti oder andere Nudeln,3.33
1,2 Gläser Heidelbeeren,
1,rohen Schinken,
1,Erdbeersirup oder Himbeersirup,
1,Eisbergsalat oder Römersalat,
25,Krebse,3.36
3,Salat der Saison,
2,Rum oder Eierlikör,
1,Preiselbeerkompott oder Zwetschgenröster,
1,Edelpilzkäse mit Blauschimmel,
1,Ketjap Manis oder Sojasauce,
3,Naturjoghurt oder Vanillejoghurt,
1,Kokosfett oder Butterschmalz,
1,Milch für die Pfanne,
1,aus der Mühle,
1,Butterschmalz oder 2 EL Pflanzenöl,
1,Tomatensauce oder nach Bedarf,
1,Spargel - Spitzen oder Spargelschnitt,
1,Backmischung für Schokokuchen mit Fettglasur,
1,anderer ital. Rohschinken,
1,Spaghetti oder Tortellini,
1,Halva,
1,Bergkäse oder anderer Käse,
1,Hähnchen ca. 1,
310,Maggi,3.5
1,Kokosmilch oder feste Kokoscreme,
1,Blüten aus Esspapier,
1,Arrak ,
51,Salatkräuter,3.33
77,Marsala,3.5
16,Nektar,3.33
1,Haselnüsse o. ä.,
1,Pseudogetreidemischung,
1,Schmand 24% Fett,
105,Walnussöl,3.33
1,Whiskey o. ä.,
7,Reissirup,
1,2 Dosen chinesisches Mischgemüse,
1,Weizen /Dinkel /Roggen grob geschrotet oder fein gemahlen,
6,2 kleine,
7,Goldleinsamen,
1,Champignons braune,
1,Rindfleisch in Streifen geschnitten,
1,Kokosblütenzucker oder anderer Süßstoff,
1,ein vegetarisches Geliermittel,
127,Marone,3.6
1,Paprikasauce,
4,1 TL getrocknet,
1,Ahornsirup Grad A,
1,andere klare,
1,Kürbiskerne und,
1,Papaya - Stückchen,
1,Naturjoghurt oder Schmand für die Sauce,
1,Gewürzmischung für Chana Masala,
1,Maggi Würzmischung Nr. 3 für pikantes Geflügel,
2,3 EL,
1,Rum oder Kirschwasser nach Wahl,
1,Fenchelsamen oder Koriander,
1,Wasser oder trockenen Rotwein nach Belieben,
5515,Paprikapulver,3.6
1,Fleisch von Krebsen,
1,Maiskolben oder 250 g Dosenmais,
48,Thunfisch in Öl,3.5
1,Petersilie ODER,
1,200 g frische,
2,Klößchen,
1,Butterschmalz oder öl,
1,Bindino,
1,Biskuit - Boden hell,
1,Semmelbrösel oder Brezenbrösel,
1,Schmalz für die Form,
1,gegarte Hähnchenbrust,
1,Rinderbouillon oder Gemüsebrühe,
1551,Reis,3.5549999999999997
545,Blumenkohl,3.5
1,Pflücksalat aus der Kühltheke oder selbst zusammengestellt,
1,Sonnenblumenkerne oder andere Saaten,
8,Burger Buns,
3,Puddingpulver Vanille,
20,Skyr,3.5
1,Rauchfleisch oder Schwarzwälder Schinken,
1,Preiselbeeren in Gelee,
1,Zimtpulver oder Orangenschale,
9,Butter od. Margarine,
9,Zimtzucker ,
3,Himbeerlikör,
1,Weißweinessig z.B. Balsamico bianco,
2,Spaghetti oder Spaghettini,
1,Rahm oder Kaffeerahm,
1,Brötchen mit Sesam,
1,Kakaopulver für den Teig,
2,Salamblatt,
15,Römersalat,3.675
1,Baked Beans oder schwarze Bohnen,
1,Kerne und / oder Saaten,
6,Beeren ,
1,Majoran oder 1 Bund,
1,Butter oder 55 ml Öl,
1,Butter oder Margarine oder Bratcreme,
1,Cidre oder Apfelsaft,
1,Béchamelsauce ,
2,Konfitüre oder Gelee,
2,Wachtelbrüste,
2040,Schinken,3.6
46,Vanillemark,3.33
8,Ciabattabrötchen,
4,Pinienkerne oder Sonnenblumenkerne,
1,Spiralnudeln oder Linguine,
11,Tilsiter,3.415
1,Spekulatius oder Plätzchenreste,
28,Sofortgelatine,3.5
1,Paprika - Paste mit Walnüssen,
3,Paniermehl oder Panko,
2,eiskaltes Mineralwasser,
1,Fertigmischung für Rotwein Creme,
4,Erdbeeressig,
3,Duftreis,
1,600 g Wasser und 10 g Hühnerbrühe,
1,Orangenabrieb von einer Bioorange,
1,Semmelbrösel und Butter für die Hülle,
3,Zitronensaft oder Apfelessig,
1,Erdbeeren und 1 große Erdbeere,
1,Tomatenpesto,
1,Aceto balsamico oder Balsamico rosso,
2,Tabasco oder Sambal Oelek,
1,Papayakerne,
1,Sojasprossen oder Mungobohnenkeimlinge,
2,Kekse nach Wahl,
1,Butter oder Schweineschmalz,
1,Schweinefleisch und Rindfleisch,
2,Flusskrebsschwänze,
2,Fett und Semmelmehl für die Form,
50,Zum Bestreuen,3.4
1,Bacon oder gewürfelten Schinken,
3,Eis ,
1,Rum oder Wodka,
11,Sauce Béarnaise,3.5
1,Aromat oder Fondor,
1,Sauerkirschen ohne Zucker oder anderes Obst,
1,Fleisch/Knochenbrühe,
1,Sauce .,
14,Kokoschips,3.33
170,Frischhefe,3.5
1,Kalbsschnitzel oder Hähnchebrust aufgeschnittenà ca. 150g,
1,Speckschwarte vom Wildschwein,
1,geschrotete Leinsamen,
2,Mehl  und Bestreuen,
2,Tortellini nach Wahl,
3,Rinderschulter,
1,Nudeln Tagliatelle,
1,gewellte Pappardelle),
3,Milch - Schnitten,
1,Teig - Blätter für Frühlingsröllchen,
1,große,
1,Biskin,
1,Schnitzel vom Wildschwein à 50 g,
1,Margarine  der Toast-Brötchen,
1,geriebene Nüsse,
1,Thunfisch in Öl oder eigenem Saft,
1,Mehl für den Schieber,
32,andere Nudeln,3.415
1,Vanillejoghurt bzw. gehackte Nüsse ,
1,Leinsamen Bio-,
1,Weinbrand oder Obstler,
1,1 großer weißer Rettich,
2,Mehl Typ 550,
4,Vanille aus der Schote oder Mühle,
1,Minze oder 4 EL Trockenminze,
1,Basilikum in Streifen,
23,Soja,3.365
1,Aspik silber hell,
1,Räucherbauch oder Schinkenspeck,
12877,Pfeffer,3.6
31,Leinöl,3.5
3,Wildschwein - Rücken,
1,Schwartenprotein oder 80 g Schwartenblock,
1,Dijonsenf oder anderen scharfen,
1,Paprikapulver oder Chili,
1,Mayonnaise für salat,
1,Röhrennudeln,
2,dicke Rippe,
2,Cremefine 7 %,
1,Jalapeños als Dekoration,
2,Leinsamen - Schrot,
3,Zum Binden,
1,Erdnusscreme crunchy,
1,andere nach Wahl,
218,Zuckerschote,3.5
22,Schokotröpfchen,3.33
1,Puderzucker und Zimt,
1,Orangenspalten,
1,Garam masala oder Chaat Masala,
1,Öl oder Butterschmalz für die Form,
1,Fleischkäse oder Fleischwurst,
1,Hefe oder zwei Tüten Trockenhefe,
2,Schweinebauch ohne Knochen,
35,Kokosnuss,3.1
1,Kristallzucker,
2,Breitwegerich,
1,Salatcreme Miracel Whip Balance,
2,Okara,
1,Milch oder Hafer/Mandelmilch,
13,Schweinegulasch,3.9
2,Mehl und Fett,
1,Landfrischkäse,
7,Olivenöl oder Sonnenblumenöl,
33,Gyrosgewürz,3.4
1,einige Tropfen Vanille-Aroma,
1,Allgäuer,
3,Bacon oder Bauchspeck,
1,Haferflocken oder Vierkornflocken,
1,Zucker für die Caramelcreme,
1,Zwiebelpulver bei Bedarf,
1,Johannisbeeressig oder -balsamico,
2,Thymian - Blätter,
1,9 Blätter,
1,Kokosmilch oder Mandelmilch,
1,Bergkäse oder Gouda,
1,Lakritze oder Gummitierchen,
1,Nudeln ohne Ei,
1,Puderzucker und etwas ,
1,Marsala oder Tokayer,
1,Suppengrün und Kräuter,
1,Milch oder halbfette Sahne,
1,Saucenbinder oder Saucenpulver,
1,Räucherlachs oder rohes Lachsfilet,
1,Rhabarber rote Sorte,
3,Apfelmark,
1,Champignons oder andere Pizzaauflagen,
1,Zucker und Schokodekor,
2,Sahne oder Halbrahm,
1,Wakame Algen,
1,Reiskuchen,
1,Rosinen in Rum getränkt,
2,Aufschnitt,
1,Zwiebelconfit,
1,Schmelzkäse natur,
1,Pilze nach Wunsch,
1,Butter  der Zwiebel,
2,Mozzarella aus Kuhmilch,
440,Tabasco,3.6
1,mageres Rinderhackfleisch,
1,Schweinefleisch nach Geschmack,
4,Pflaumensauce,
1,Teig für Pfannkuchen,
1,Zitronenolivenöl,
1,Hühnerbrüste oder Hähnchenbrust,
1,Himbeergeist oder Cognac,
1,Ricotta oder Halbfettquark,
4,Margarine und Semmelbrösel,
1,Zuckerstreusel oder Zuckerguss,
1,Sardellenpaste oder 2 Sardellenfilets,
1,Tomatenpüree oder gestückelte Tomaten,
3,Tomatenpaprika aus dem Glas,
1,Margarine und  ein paar Kokosflocken für die Form,
1,kurze Maccaroni,
1,Orangelikör,
1,Schweinefleisch vom Hals,
1,Bratwürste oder Wurst nach Belieben,
1,2 Tomaten,
2,1 Brühwürfel,
4,Frittieren,
1,Gemüsebrühe -Pulver oder Gefügelbrühe-,
2,Olive,
1,Pesto Trapanese,
1,Suppengemüse mit Sellerie,
1,Jalapeños nach Wahl,
270,Bärlauch,3.74
1,Gulasch vom Rinde oder Schwein,
5,Peperoni aus dem Glas,
2,Feta-Käse oder Ziegenkäse,
2,Honig oder Agavendicksaft oder Ahornsirup,
2,Tomatenmark ,
1,Putengulasch aus der Keule,
2,Stachelbeeren ,
1,Gewürzmischung für Hackbraten,
1,Schweineschmalz oder Butter ,
3,Vanille - Paste,
371,Gouda,3.5
1,Zitronensaft oder nach Gusto,
1,Zucker und 3 EL extra,
1,Zucker und 2 EL Zitronensaft,
1,Saucenbinder oder kalte Butter,
42,Polenta,3.5
1,andere Nuss- bzw. Pflanzenmilch,
3,Zum Überbacken,
1,Sambal Oelek oder 1/2 Chilischote,
213,Hähnchen,3.62
1,Saubohnen,
1,Gambas ohne Kopf,
1,Mandelblättchen oder Stifte,
1,Rosinen oder Weinbeeren,
10,Truthahn,3.5
1,Dickmilch oder Buttermilch,
1,Rohrzucker oder Kokosblütenzucker,
1,Gemüsebrühwürfel oder etwas Vegeta,
34,Mirin,3.5
1,Fusilli oder Rigatoni,
1,Mettenden aus dem Kühlregal,
1,Süßstoff ,
1,Spargelsud ,
1,Tomatenmark und Ketchup,
1,magere Speckwürfelchen,
15,Wasser oder Gemüsebrühe,3.5
1,Maiskeimöl oder Butter,
1,Blut - Wurst,
1,Schmelzkäse mit Salami,
4,Zimt bei Bedarf,
1,Puderzucker und Rosinen,
1,1 Brötchen,
1,Vermicelli,
417,Gemüse,3.5
1,Milch oder Sauerrahm,
1,Salami und/oder weitere Zutaten wie Champignons,
51,Kopfsalat,3.33
1,Espresso - Bohnen,
1,Rote Grütze - Pulver mit Sago,
6,Manchego,
1,Jalapeños aus dem Glas und 3 EL der Flüssigkeit aus dem Glas,
1,Schokostreusel oder Zitronenabrieb,
1,WanTan - Teigblätter,
1,Putenbrust oder Filet,
12,Schwarzbier,3.33
1,Fleisch - Brät,
1,Knollensellerie und Möhre,
5,gehackte Mandeln,
4,Gänseklein,
1,Angostura Bitter,
1,Schokodekor oder etwas aufgehobene Füllung,
2,Mungbohnensprossen,
2,Salami oder Kochschinken,
1,Weißkohl in Streifen,
3,Apfel oder 2 kleine,
1,Spinat und Eichblattsalat,
1,Thai-Basilikum Horapa,
1,Fertigmischung für Käse-Sahne-Tortencreme,
1,Balsamico Bianca evtl.,
1,Apfel - Gelee oder - Marmelade,
1,Puderzucker und etwas,
1,Zucker und Zimt für die Springform,
3,Cannelloni ohne Vorkochen,
1,Bohnenkrautblättchen,
3,Eis - Schnee,
1,Wasser für die Tomatensoße,
1,Fleischbrühe bei Bedarf,
1,Hinterschinken vom Schwein ohne Knochen,
1,Rum oder Whisky,
1,Wasser oder Gemüsebrühe ,
1,Truthahnbrust,
1,Cabanossi oder Mettwurst,
1,Öl -Kräuter Marinade oder,
1,Rahm oder Creme fraiche,
1,Olivenöl plus etwas Öl für die Form,
1,2 EL getrocknete Petersilie,
1,Kaba,
1,Safran nach Bedarf,
1,Mehl Type 405 oder Weizenvollkornmehl,
1,saure Sahne oder Crème fraîche ,
1,Champignons oder  Braunkappen,
1,Butter geschmolzene,
600,Limettensaft,3.5
1,Schlagsahne oder aufgeschäumte Milch,
1,Mehl für die Arbeitsunterlage,
1,Weißwein oder Roséwein,
2,Öl neutrales,
3,Apfelsaft oder Weißwein,
1,Gewürzmischung BBC,
1,Spanferkel -Bauch mit Knochen und Schwarte à ca. 400g,
1,auch Haselnüsse,
1,Spaghetti oder dünne Bandnudeln,
30,Crème fraiche,3.6
1,Naturjoghurt oder Sauermilch,
1354,Weizenmehl,3.67
1,Butter  der Pancakes,
272,Konfekt,3.75
5467,Käse,3.6
1,200 ml Sahne und 200 ml Milch,
9,Zuckerschrift,
1,Vanille - Puderzucker - Gemisch oder,
9,Pilze nach Wahl,
15,Cantuccini,3.79
603,Gelierzucker,3.71
1,Rohrzucker oder Palmzucker,
146,Krokant,3.6
1,Sprossen von der Roten Bete,
1,Melisse oder Minze,
1,Vanillezucker oder 1 Schuss Vanilleextrakt,
1,2-3 Tropfen Vanillea,
1,Rosmarin oder 5 Zweige Thymian,
1,anderer Obstler,
2,Fleischbrühe aus Würfeln,
4,Piment - Korn,
1,Kaninchenrücken - Filets,
1,Honig oder Rübensirup,
1,Schlagsahne /Soja Creme/ Kokosmilch,
1,Vanilleextrakt oder das Mark von 1 Schote,
1,Rapsöl oder Butterschmalz,
1,Brühe als Pulver,
3,Dinkel-,
1,Himbeergeist oder Wasser,
1,Roux n. B.,
1,Sugo/Tomatenpüree,
1,Lollo Rosso oder Bianco,
1,Eiweiß oder 2 TL Ei-Ersatzpulver,
1,2 Fleischtomaten,
1,Sauce Béarnaise mit Frühlingskräutern,
1,Kakaopulver -Puderzucker-Gemisch,
3,Creme fine,
330,Feldsalat,3.57
34,Pekannüsse,3.415
1,Streusel oder gemahlene Mandeln,
1,Peperoniwurst,
1,Tzatziki nach Belieben,
1,Vanillezucker mit echter Vanille,
1,Leinsamenschrot oder ganze Leinsamen,
1,anderer Schafskäse,
1,Olivenöl und etwas mehr,
3,Surimi - Stäbchen,
1,Passionsfruchtpüree,
1,Honig nach Belieben - oder ein anderes Süßungsmittel verwenden,
1,250 g Dosenmais,
62,Leber,3.33
1,Fett und ein wenig Mehl,
25,Schokoflocken,3.71
1,Ricotta oder Schichtkäse,
1,saure Sahne bei Raumtemperatur,
1,2 EL brauner Rohrzucker,
2,Rindfleisch ohne Knochen,
3,Frühlingsrollen,
14,Milchpulver,3.165
1,Amaretto oder Aprikosensaft,
1,Salat - Blätter u. Dill ,
1,einen Beutel Reis,
1,Öl und etwas Butter,
1,Zucker oder 75 g Fruchtzucker,
2,Sharonfrüchte,
1,Walnussessig oder weißer Balsamico,
1,Friséesalat - Blätter,
2,1 Prise Zucker,
2,Tomatenmark oder Ajvar,
1,Rum und etwas ,
2,Sangrita pikante,
1,Grießbrei,
1,Weißweinessig aus Italien,
1,Knödel nach Wahl,
1,anderes Trockenobst,
14,Schokolinse,3.33
1,andere Kräuter n.B.,
2,andere Gewürze nach Wahl,
1,Frittierfett oder Öl,
1,Joghurt-Schnitte,
6,Paprika-Würzpaste,
1,"Tortenaufleger mit ""Elsa""-Motiv",
1,Lunge vom Kalb,
1,Fleischfüllung,
1,Thymian oder sonstige Kräuter,
16,mehr,3.33
120,Kalbsfond,3.6
1,Fett oder Öl für die Form,
1,Mirabellen oder Ananasscheiben aus der Dose,
1,Erdbeerpulver aus gefriergetrockneten Früchten,
1,Sprossen von roten Rüben,
1,Zitronenmelisse bei Bedarf ,
1,2 Fläschchen Rum-Aroma,
1,ein anderer fruchtiger Aufstrich,
1,Konfitüre z. B. Mango- oder Maracujakonfitüre,
1272,Kokosmilch,3.67
1,Milch oder pflanzliche Alternative,
1,Puddingpulver nach Geschmack,
1,Semmelbrösel oder mehr oder weniger,
4,Süßlupinenmehl,
1,Tortellini mit Gemüsefüllung,
3,Kümmel nach Belieben,
1,Öl oder Margarine für die Pfanne,
1,Bonito,
1,Grappa oder Himbeergeist,
1,Kasseler - Nackenkoteletts,
1,Kräuter für Pasta,
15,Sojaquark,3.33
1,Feta-Käse oder auch Ziegenkäse,
7,Hase,
5,Walnüsse oder Pecannüsse,
1,Zitronensaft und etwas Zitronenabrieb,
21,Zimt ,4.0
1,Braten oder gegarter Leberkäse,
2,Kräuter nach Wahl ,
1,Margarine und Semmelbrösel oder Grieß,
1,Zimt und Zucker für die Äpfel,
1,Blätter von Rosen,
1,Sauerteig aus den oberen 3 Zutaten,
1,Basmatireis und Langkornreis,
1,anderer geriebener Hartkäse,
1,Haselnüsse und,
1,Zimt /Zuckermischung,
1,Rohschinken nach Bedarf,
3,echte Vanille,
1,Zitronensaft von etwa 3 Zitronen,
6,Butter oder Schmalz,
1,Pflaumenwein ,
1,1 EL Whiskey,
1,Himbeeressig ersatzweise Apfelessig,
6,0,
1,Paprikapulver und weitere Gewürze nach Wahl,
1,Zucker nach Wahl,
1,weiße Bohnen,
1,Preiselbeeren oder rote Konfitüre,
1,Krabbenpaste,
1,Zucker für die Arbeitsfläche und,
1,Vanille - Extrakt oder 1  Pkt,
2,Gemüsebühe,
43,Paniermehl für die Form,3.465
1,Frischkäse mit 15% Fett,
1,Eiweiß von Eiern Größe L,
6,Quittengelee,
1,Spaghetti oder Reis,
1,Chilisauce oder Tabasco,
2,Pesto genovese,
2,Puderzucker und Wasser,
4,Sauerhalbrahm,
1,s Öl,
1,Eigelb mit etwas Milch verrührt ,
1,Lavendelblütensirup,
1,Zwetschgenröster,
464,Pilze,3.5
1,Leberkäse à 6 Scheiben,
3,Trockenhefe oder 1 Würfel frische Hefe,
1,Tofu-Hack,
1,Reis oder nach Belieben Glasnudeln,
2,Schmand oder Crème frâiche,
4,Weizenkleber,
1,etwas Honig,
1,Orangenschale bzw. Orangenschalen-Aroma,
1,Vanillearoma oder 1 TL Vanilleextrakt,
1,Mus aus Kornelkirschen,
414,Sirup,3.5
1,Sellerie - Kraut,
1,Bulgur nach Anweisung kochen für für Tabbuleh und,
4,Aceto balsamico di Modena,
1,Kalbsbratwurst a 150 g,
1,Ahornsirup oder 2 - 3 EL Zucker,
13,Cerealien,3.33
1,Mehl oder 2 Gläser,
1,jeder andere Zucker,
1,Backpulver oder 2 EL Amaretto,
14,Leber vom Rind,3.9
1,Rum oder Likör 43,
9,Lachsforelle,
6,Öl oder Fett ,
1,Trockenhefe oder 0,
1,Wirsing - Blätter ohne Mittelrippe,
1,Chilisauce bzw. Tabasco,
1,Kirschwasser oder heißes Wasser,
2,Naturreis oder normaler Reis,
3,Dinkelmehl oder Vollkornmehl,
1,Raki,
1,Petersilie für die Garnierung,
1,Bosnagewürz,
1,Saucenbinder oder Bindino,
5932,Gemüsebrühe,3.6
4,Tortencreme,
15,Gemüsebrühe oder Rinderbrühe,3.29
7,Butter für die Auflaufform,
2,Wasser für den Guss,
1,Butter oder Palmin ,
1,Gartenkräuter nach Wahl,
1,Ochsenschwanz oder Suppenfleisch,
1,Cremefine saure Sahne,
15,Gänsebrust,3.635
1,Aperol -Spritz,
2,Sahne oder Vollmilch,
9,Einkornmehl,
1,Aceto balsamico di modena,
1,pflanzliche Milch für die vegane Version,
1,Ducca,
1,Walnussöl oder Erdnussöl,
2,Vanillinzucker oder,
10,Marzipan -Rohmasse,3.9
4,Udon-Nudeln,
10,Gänsekeule,3.78
1,75 ml Milch,
1,Chilipulver mit Cumin,
67,Kartoffelstärke,3.4
2,Schinken oder Wurstreste,
1,Vanillepulver oder 1 TL Vanillezucker,
34,Johannisbeergelee,3.33
1,Zitronensaft und Milch,
3,Magerquark oder Joghurt,
1,Schokostreusel und Buntstreusel,
1,Milch und Zitronenschale,
5,Bourbon-Vanilleschote,
1,Putenschnitzel oder Hähnchenbrust,
1,Saucenpulver für Helle Soße nach Art Hollandaise,
6,Fichtentriebe,
1,Farfalle und 1 EL vom Nudelwasser,
86,Koriandersamen,3.33
1,Zimtpulver und,
1,Crème fraîche Legere,
3,Schichtkäse oder Quark,
1,Entenleber,
1,Gemüsesuppe,
1,Petersilie oder frischer Koriander,
1,Kapern nach Belieben,
1,Cabanossi oder Chorizowürstchen,
1,Schmelzkäse od. Backofenkäse,
1,Whisky oder Cognac,
1,Mozzarella - Kugeln,
1,Erdbeeren als Einlage,
1,Sahne zur Verzierung,
1,Weizenkleie oder Dinkelkleie,
310,Vanille,3.5
2,körniger Frischkäse,
1,Kasseler oder dicke Rippe,
1,Schwarzwälder Schinken oder Bacon,
1,normales Paniermehl,
1,Mehl für die Streuselmasse,
1,Butter für den Gemüsetopf,
1,Räuchermehl Kirsche,
206,Chiasamen,3.5
15,Pesto Genovese,3.78
2,Zuckerstreusel ,
1,Cachaca oder Kirschsaft,
21,Schmand oder Crème fraiche,3.64
4,Speck - Würfel,
2,Agartine oder Sofortgelatine,
3,Zitronensaft oder Orangensaft,
1,Pflanzenöl oder Bratfett ,
1,Trockenhefe à 25 g,
9,Hähnchenbrust oder Putenbrust,
2,Senfkörner +,
1,Speisestärke oder Tortenguss,
1,Maggi oder andere Würze,
1,Pflanzenöl oder Butter oder Margarine,
7,Margarine oder weiche Butter,
1,Salat oder Eissalat,
279,Agavendicksaft,3.33
16,Rind,3.5
1,Mozzarella à 250 g,
5,Oregano oder Basilikum,
1,Zucker - Eier,
1,1 Pck. Vaniliezucker,
1,Eis nach Wahl,
1,Kerbel ,
1,Sahne-Schmelzkäse oder Kräuter,
1,Frischkäse oder Schmelzkäse,
1,Dörrfleisch je ca. 150 g,
1,Thymian oder 2 EL gerebelter Thymian,
3,anderen Likör,
1,Champignons zusätzlich,
10,Linsen mit Suppengrün,3.44
5,Romatomate,
1,Herzoginkartoffeln,
1,Hähnchen - Filetspitzen,
1,Marillenlikör,
1,Feta-Käse von der Ziege oder dem Schaf,
2,Sultaninen oder Rosinen,
1,1/2 Vanilleschote,
1,Frischkäse oder 1/2 Becher Sahne,
1,eine beliebige Mischung aus beiden Produkten,
2,Rohrzucker oder weißer Zucker,
